License Serial Number,Premises Name,License Certificate Number,License Received Date,County ID Code
1310068,DRAFT BARN BEACH INC,,2018-04-30T00:00:00,14
2212050,BRICK BARN WINERY LLC,898179,2018-04-30T00:00:00,5
1310069,STARS BEVERAGE DEPOT INC,898385,2018-04-30T00:00:00,10
1310070,VENUS WINES AND SPIRITS INC,,2018-04-30T00:00:00,14
1310071,MCFNY3 LLC,,2018-04-30T00:00:00,14
1310073,ROCKAWAY BEACH BAKERY LLC,883038,2018-04-30T00:00:00,1
1310074,BROOME STREET FOOD AND DRINK LLC,,2018-04-30T00:00:00,2
1310075,GORDON Y INC,883081,2018-04-30T00:00:00,1
1310077,THE FOOD MILL LLC,,2018-04-30T00:00:00,8
1310079,460 W ENTERPRISES INC,883025,2018-04-30T00:00:00,2
1310082,LOYAL BRANDS LLC,898382,2018-04-30T00:00:00,14
1310083,DRAGONFLY SOUL INC,,2018-04-30T00:00:00,2
1310084,2034 BEST GOURMET DELI INC,,2018-04-30T00:00:00,2
1310086,PARKXY CORP,,2018-04-30T00:00:00,20
1310088,M & R JFK1 JV LLC,887564,2018-04-30T00:00:00,1
1310089,"STEARN COMPANY, THE",,2018-04-30T00:00:00,2
1310090,G + 3T CORP,,2018-04-30T00:00:00,20
1310091,MVM PIZZA LLC,,2018-04-30T00:00:00,14
3160778,FUSION ON MAIN LLC,,2018-04-30T00:00:00,41
3160779,KATERA OF WNY LLC,826448,2018-04-30T00:00:00,41
3160781,TEALLS TAVERN LLC,826476,2018-04-30T00:00:00,37
2212051,R & R MALONE III INC,,2018-04-30T00:00:00,25
1310092,ASLANIAN PIZZA LLC,,2018-04-30T00:00:00,10
3160784,DSV PROPERTIES LLC,798214,2018-04-30T00:00:00,16
3160787,MATTHEW A RUIZDETORRAS,849227,2018-04-30T00:00:00,16
2212058,CITRONELLE BANQUET & CATERING INC,887223,2018-04-30T00:00:00,13
1310100,SATSUMA USA LLC,,2018-04-30T00:00:00,14
1310101,AVI FOOD SYSTEMS INC,898381,2018-04-30T00:00:00,14
1310102,LIMENNAS CORP,,2018-04-30T00:00:00,8
1310104,MESA MAYA INC,,2018-04-30T00:00:00,20
1310106,R & M IMPERIAL WOK INC,,2018-05-01T00:00:00,20
1310108,TASTE OF ASIA INC,,2018-05-01T00:00:00,2
1310109,7 ELEVEN INC,,2018-05-01T00:00:00,14
1310110,QUICK STOP CANDY STORE 4 INC,,2018-05-01T00:00:00,0
2212102,CASABLANCA PERUVIAN RESTAURANT INC,,2018-05-01T00:00:00,12
2212105,DETROIT BOWLING COMPANY LLC,,2018-05-01T00:00:00,7
1310111,HARLEYS AMERICAN GRILLE & BAR LLC,887649,2018-05-01T00:00:00,8
2212108,DOUBLE S PETROLEUM INC,898357,2018-05-01T00:00:00,23
2212112,GERRY C LINDEQVIST,,2018-05-01T00:00:00,13
1310113,ALTA OPERATIONS EAST LLC,887691,2018-05-01T00:00:00,10
3160789,"NEW YORK STATE WINE AND CULINARY CENTER INC, THE",,2018-05-01T00:00:00,17
2212113,SJG III RESTAURANT CORP,887242,2018-05-01T00:00:00,23
1310117,"CUBAN RESTAURANT II LLC, THE ",,2018-05-01T00:00:00,10
1310121,DAO CHA INC,,2018-05-01T00:00:00,8
2212117,ERIC W HOWE,826380,2018-05-01T00:00:00,33
2212118,MIKADO RESTAURANT INC,,2018-05-01T00:00:00,18
2212122,FOUR MAPLES VINEYARD AND WINERY INC,999999,2018-05-01T00:00:00,42
2212123,FOUR MAPLES VINEYARD AND WINERY INC,795586,2018-05-01T00:00:00,42
3160793,TURBO LIQUOR LLC,,2018-05-01T00:00:00,21
3160794,CAOBA RESTAURANT & TAKE OUT INC,,2018-05-01T00:00:00,16
3160795,SHAWNEE DRIVE & DINE INC,,2018-05-01T00:00:00,31
3160797,DANDY MINI MARTS INC,849198,2018-05-01T00:00:00,32
1310123,MO DELI & GRILL CORP,,2018-05-01T00:00:00,2
1310126,WAH DELI CORP,,2018-05-02T00:00:00,14
3160799,JAFCO ENTERPRISES INC,,2018-05-02T00:00:00,16
1310129,LXC INC,,2018-05-02T00:00:00,2
3160803,JVN ASSOCIATES INC,798213,2018-05-02T00:00:00,16
1310130,BB ORCHARD LLC,824422,2018-05-02T00:00:00,2
1310131,BRAVEN BREWING COMPANY LLC,,2018-05-02T00:00:00,14
3160805,CORNELL UNIVERSITY ,,2018-05-02T00:00:00,32
1310132,BRAVEN BREWING COMPANY LLC,,2018-05-02T00:00:00,14
1310133,BRAVEN BREWING COMPANY LLC,,2018-05-02T00:00:00,14
3160806,585 C H HOLDINGS INC,,2018-05-02T00:00:00,16
2212135,GLENHAM TOWN DELI INC,,2018-05-02T00:00:00,9
1310134,BELGO TMS LLC,883021,2018-05-02T00:00:00,2
2212136,PATINOS RESTAURANT CORP,,2018-05-02T00:00:00,9
3160808,FREE LANE LIQUORS INC,,2018-05-02T00:00:00,21
2212137,TROPICAL ISLAND LOUNGE INC,,2018-05-02T00:00:00,12
2212139,HUNTER FOODS LLC,,2018-05-02T00:00:00,47
2212145,MORAGA CANYON VINEYARDS LLC,,2018-05-02T00:00:00,5
3160810,ARROWHEAD TIMBERLODGE LLC,826481,2018-05-02T00:00:00,21
2212146,LISA SAMEK,,2018-05-02T00:00:00,19
2212148,OBOYS DISTILLING LLC,898292,2018-05-02T00:00:00,5
1310135,VERLIO LLC,,2018-05-02T00:00:00,2
2212154,MAIN STREET DISTILLERY LLC,,2018-05-02T00:00:00,15
1310137,AMMA CAFE INC,,2018-05-02T00:00:00,1
1310138,LA PLAZA MINI MARKET CORP,898337,2018-05-02T00:00:00,10
1310141,EL SAN JUAN CITY ISLAND ON 5TH AVE LLC,887625,2018-05-02T00:00:00,2
1310142,947 WILLIS AVENUE LLC,,2018-05-03T00:00:00,8
2212155,POPLE ENTERPRISES LLC,,2018-05-03T00:00:00,44
2212157,PARKVIEW LIQUORS LLC,898341,2018-05-03T00:00:00,3
1310144,R&Z DELI GROCERY CORP,883064,2018-05-03T00:00:00,0
2212159,BOB'S ROSEBOOM COUNTRY STORE LLC,,2018-05-03T00:00:00,3
1310145,LUSIADAS INC,,2018-05-03T00:00:00,20
3160817,RT 16 WINE AND LIQUOR LLC,,2018-05-03T00:00:00,21
1310147,JMQ FOOD CORP,,2018-05-03T00:00:00,14
1310148,B AND P DELI GROCERY STORE CORP,,2018-05-03T00:00:00,14
1310149,ESPINAL MINI MARKET NY CORP,,2018-05-03T00:00:00,10
1310152,RED PANDA  ASIAN BISTRO INC,,2018-05-03T00:00:00,1
2212162,HAMMLER WINE CORP,898228,2018-05-03T00:00:00,5
1310153,DELI FRESH MARKET CORP,898383,2018-05-03T00:00:00,10
2212163,SZKUTAK WINE VENTURES LLC,898202,2018-05-03T00:00:00,5
1310155,JULIE & C INC,883094,2018-05-03T00:00:00,2
1310157,BURGER JOINT INDUSTRY CITY LLC,887689,2018-05-03T00:00:00,14
2212164,KV WINES LLC,898201,2018-05-03T00:00:00,5
1310158,BARCELONA SOCIAL CAFE INC,,2018-05-03T00:00:00,1
1310159,CHEF TORIBIO RESTAURANT CORP,,2018-05-03T00:00:00,14
1310160,3938 BWAY REST LLC,,2018-05-03T00:00:00,2
2212165,7 ELEVEN INC,,2018-05-03T00:00:00,12
1310161,MATCHBOOK DISTILLING COMPANY LLC,,2018-05-03T00:00:00,10
1310641,BELL SHELL INC,883103,2018-05-25T00:00:00,8
2212167,ANGRY ELLEN LLC,,2018-05-03T00:00:00,13
1310165,LEO RESTAURANT INC,,2018-05-03T00:00:00,14
1310165,LEO RESTAURANT INC,,2018-05-03T00:00:00,14
2212169,FIVE PRESIDENTS BARBECUE CORP,801437,2018-05-03T00:00:00,12
1310167,EDDIE T FREEMAN,,2018-05-03T00:00:00,14
1310168,MEV HOYT STREET LLC,,2018-05-03T00:00:00,14
1310170,DELI & FOOD CORP,883034,2018-05-03T00:00:00,0
1310173,LA MAL QUERIDA CORP,,2018-05-03T00:00:00,14
1310176,NYX HOOKAH BAR & LOUNGE LLC,,2018-05-03T00:00:00,1
1310177,BEACH DRIVE MANAGEMENT LLC,863464,2018-05-03T00:00:00,10
1310181,MEV BD STREET LLC,,2018-05-03T00:00:00,2
1310183,CACI HOUSE LLC,,2018-05-03T00:00:00,10
1310188,GRACE BARZ LTD,,2018-05-04T00:00:00,1
1310190,BETTERMAN CORP,,2018-05-04T00:00:00,20
1310192,MERMAID LIQUOR HOUSE INC,883098,2018-05-04T00:00:00,14
1310194,LOS GALEAS SPORTS BAR CORP,,2018-05-04T00:00:00,8
1310196,FIRE HORSE INC,887635,2018-05-04T00:00:00,8
1310198,W J ENTERPRISE INC,,2018-05-04T00:00:00,2
1310199,MR NATURAL DELI CORP,883080,2018-05-04T00:00:00,14
1310200,A & M SMOKE SHOP INC,,2018-05-04T00:00:00,29
1310201,"HIRSCH COLLECTION LLC, THE",,2018-05-04T00:00:00,2
1310202,ESTRAMANTA CORP,,2018-05-04T00:00:00,1
1310203,JIMMY JIMS DELI CORP,,2018-05-04T00:00:00,10
1310205,502 GROCERY INC,883078,2018-05-04T00:00:00,14
1310206,PA DELI AND GROCERY 1 INC,,2018-05-04T00:00:00,14
1310207,PLAZA DELI NY CORP,849244,2018-05-04T00:00:00,1
1310208,GPL PUB INC,,2018-05-04T00:00:00,8
1310211,628 MORRIS FOOD CORP,883074,2018-05-04T00:00:00,0
1310212,WOODHULL TAVERN INC,,2018-05-04T00:00:00,10
1310214,PORT CHESTER COLONY LLC,887645,2018-05-04T00:00:00,20
1310216,UZUN TRADING INC,,2018-05-04T00:00:00,10
1310219,RECEPTION BAR INC,,2018-05-04T00:00:00,2
1310220,HJK PLAZA DELI INC,,2018-05-04T00:00:00,2
1310221,A&K PARTY HALL CORP,,2018-05-04T00:00:00,0
1310222,KRISPY KRUST PIZZA LLC,,2018-05-04T00:00:00,14
1310223,LO TIGER GROCERY CORP,,2018-05-07T00:00:00,0
1310226,TRINI BOYS CORP,,2018-05-07T00:00:00,1
1310227,HOT CORNER MEAT MARKET INC,883084,2018-05-07T00:00:00,0
1310228,DKLEE REALTY CORP,,2018-05-07T00:00:00,20
1310230,PTO5 INC,,2018-05-07T00:00:00,2
1310231,CALI CANUCK LLC,,2018-05-07T00:00:00,14
1310232,KINGS COUNTY WINES INC,,2018-05-07T00:00:00,14
1310233,RESTAURANT PARTNERS LLC,,2018-05-07T00:00:00,2
3160823,LOCK 32 BREWING COMPANY LLC,,2018-05-07T00:00:00,16
3160825,LOCK 32 BREWING COMPANY LLC,,2018-05-07T00:00:00,16
1310236,EL NUEVO BARZOLA 2 INC,887622,2018-05-07T00:00:00,1
2212173,LLL HOSPITALITY INC,887245,2018-05-07T00:00:00,47
1310237,MLN NEW YORK INC,887687,2018-05-07T00:00:00,2
2212175,HUDSON ALE WORKS LLC,999999,2018-05-07T00:00:00,23
2212176,HUDSON ALE WORKS LLC,795588,2018-05-07T00:00:00,23
1310241,MEAMATO LLC,,2018-05-07T00:00:00,14
1310242,ACTIONABLE INTELLIGENCE SOLUTIONS INC,,2018-05-07T00:00:00,0
2212177,ACTIONABLE INTELLIGENCE SOLUTIONS INC,,2018-05-07T00:00:00,48
2212178,ACTIONABLE INTELLIGENCE SOLUTIONS INC,,2018-05-07T00:00:00,48
1310243,BABYLON YACHT CLUB INC,,2018-05-07T00:00:00,10
2212179,LUEAYS EXPRESS INC,,2018-05-07T00:00:00,48
2212181,STEWART HOUSE HOSPITALITY LLC,,2018-05-07T00:00:00,47
2212183,RED OAKS MILL WINE AND LIQUOR CORP,,2018-05-07T00:00:00,9
3160827,T&F 1345 INC,,2018-05-07T00:00:00,21
3160830,HUMBLE HILL FARM LLC,,2018-05-07T00:00:00,49
1310246,PUBLIC HOUSE LLC,,2018-05-07T00:00:00,10
2212186,JUANITA WILLIAMS,,2018-05-07T00:00:00,35
3160831,JPP REAL TURTLE LLC,826466,2018-05-07T00:00:00,21
1310249,7 ELEVEN INC,,2018-05-07T00:00:00,10
3160835,S&W COMPANY LLC,,2018-05-07T00:00:00,45
3160836,WEGMANS FOOD MARKETS INC,,2018-05-07T00:00:00,45
1310250,BEST WINE & LIQUORS LLC,,2018-05-07T00:00:00,20
1310251,MI VIEJA DELI GROCERY CORP,,2018-05-07T00:00:00,2
3160837,ZEALMART INC,,2018-05-07T00:00:00,21
1310255,EMI LIQUOR INC,,2018-05-08T00:00:00,29
1310257,6 LINE LIQUOR & WINE INC,,2018-05-08T00:00:00,0
1310258,LJNORTH3 LLC,883090,2018-05-08T00:00:00,14
1310259,42 WESTCHESTER HOLDING LLC,,2018-05-08T00:00:00,20
1310261,CAROLINA GROCERY & DELI INC,883042,2018-05-08T00:00:00,14
1310263,DUNE DECK HOSPITALITY LLC,,2018-05-08T00:00:00,10
1310267,PROOF OF CONCEPT LLC,,2018-05-08T00:00:00,14
1310268,BISHOPSTOWN INC,,2018-05-08T00:00:00,10
1310271,TRICANA INC,,2018-05-08T00:00:00,8
1310272,TRICANA INC,,2018-05-08T00:00:00,8
1310273,NO LIMITS LOUNGE INC,,2018-05-08T00:00:00,1
1310276,CHUKO NORTH 3RD LLC,883089,2018-05-08T00:00:00,14
1310277,RED VELVET PRODUCTIONS LLC,883079,2018-05-08T00:00:00,2
1310278,LAS VINAS OF MINEOLA LLC,,2018-06-13T00:00:00,8
2212188,"REEF LLC, THE",,2018-05-08T00:00:00,13
1310279,LOW OVERRUN LLC,,2018-05-08T00:00:00,2
1310280,BARREL 1005 CORP,,2018-05-08T00:00:00,2
1310281,CASA EVENTS BAR LLC,,2018-05-08T00:00:00,2
1310283,DAEGA RESTAURANT INC,824430,2018-05-08T00:00:00,1
3160844,DANIEL MARK CHILDS,546102,2018-05-08T00:00:00,41
1310284,BOCAITO INC,,2018-05-08T00:00:00,1
2212190,LIONHEART 3G LLC,,2018-05-08T00:00:00,5
1310286,ONE SHORT BLAST LLC,,2018-05-08T00:00:00,14
1310288,BON APPETIT MANAGEMENT COMPANY,,2018-05-08T00:00:00,2
1310289,BON APPETIT MANAGEMENT COMPANY,,2018-05-08T00:00:00,2
1310290,BON APPETIT MANAGEMENT COMPANY,,2018-05-08T00:00:00,2
1310291,BON APPETIT MANAGEMENT COMPANY,,2018-05-08T00:00:00,2
1310292,BON APPETIT MANAGEMENT COMPANY,,2018-05-08T00:00:00,2
1310293,BON APPETIT MANAGEMENT COMPANY,,2018-05-08T00:00:00,2
1310294,BON APPETIT MANAGEMENT COMPANY,,2018-05-08T00:00:00,2
1310296,JOSE E PLASENCIA,,2018-05-08T00:00:00,14
1310299,MALAKI DELI GROCERY INC,883101,2018-05-09T00:00:00,0
2212195,OSWEGO SEAFOOD COMPANY LLC,,2018-05-09T00:00:00,25
1310302,VISTA H DELI & GROCERY INC,883036,2018-05-09T00:00:00,0
1310305,174 EIGHTH REST CORP,,2018-05-09T00:00:00,2
2212199,L J O ENTERPRISES LLC,,2018-05-09T00:00:00,48
1310307,KOSOVA LLC,,2018-05-09T00:00:00,20
2212201,HOTEL DEVCO LLC AND AIMBRIDGE HOSPITALITY LLC,,2018-05-09T00:00:00,5
2212202,MOUNTAIN FRIENDS CORPORATION,,2018-05-09T00:00:00,4
2212205,GRUMBELLIES LLC,,2018-05-09T00:00:00,15
2212206,SUSHI TIME JAPANESE RESTAURANT INC,801428,2018-05-09T00:00:00,13
2212208,"SETTING WINES LLC, THE ",898204,2018-05-09T00:00:00,5
2212209,TOOGOOD ESTATE WINERY INC,,2018-05-09T00:00:00,5
2212216,NEW WINDSOR LIQUORS INC,,2018-05-09T00:00:00,7
3160845,ALEXANDER'S ON THE LAKE LLC,,2018-05-09T00:00:00,45
1310311,SPRINGFIELD 136 DELI & GROCERY INC,,2018-05-10T00:00:00,1
1310314,BLUE POINT SPIRITS INC,,2018-05-10T00:00:00,10
1310315,STELLAR IMPORTING COMPANY LLC,,2018-05-10T00:00:00,1
1310316,ERSTWHILE MEZCAL LLC,,2018-05-10T00:00:00,14
1310317,BUSY BEE STORES CORP,,2018-05-10T00:00:00,10
1310319,LA FORTUNA DELI GROCERY INC,,2018-05-10T00:00:00,2
1310321,UMIYA MART INC,,2018-05-10T00:00:00,8
1310324,AVADH CONVENIENCE INC,883027,2018-05-10T00:00:00,1
1310327,BELLMORE FOOD GROUP LLC,,2018-05-10T00:00:00,8
1310329,BUSY BEE STORES CORP,,2018-05-10T00:00:00,10
1310331,NEW MEI MINI MARKET INC,898345,2018-05-10T00:00:00,14
1310334,212 SMOKE SHOP & BEER CORP,883026,2018-05-10T00:00:00,2
1310335,STAY GOLD BAR LLC,,2018-05-10T00:00:00,2
1310339,VEDA FOODS INC,,2018-05-10T00:00:00,2
1310342,GIOKIT INC,,2018-05-10T00:00:00,2
1310345,BAREFOOT PUDDLES HOSPITALITY LLC,,2018-05-10T00:00:00,10
1310346,"HUNTING CLUB INC, THE",,2018-05-10T00:00:00,0
1310347,SNACKBOXWILLIAMSBURG LLC,883088,2018-05-10T00:00:00,14
1310348,BAREFOOT PUDDLES HOSPITALITY LLC,,2018-05-10T00:00:00,10
1310350,BLUE FIN CATERERS INC,,2018-05-10T00:00:00,10
1310352,SMASHBURGER ACQUISITION NY LLC,,2018-05-10T00:00:00,14
1310354,EIGHTEEN 04 RESTAURANT GROUP INC,,2018-05-10T00:00:00,8
1310355,TWO BROTHERS AFRICAN CUISINE LLC,,2018-05-10T00:00:00,1
1310356,LSG CULINARY INC,801441,2018-05-10T00:00:00,20
1310357,CENTENARIO BAR RESTAURANT CORP,,2018-05-10T00:00:00,0
1310358,ROSE SMOKE & CANDY MART INC,,2018-05-10T00:00:00,8
1310361,QUILON INC,,2018-05-10T00:00:00,20
1310363,KAPIRAJ 11 INC,,2018-05-10T00:00:00,1
2212282,DEANNA GERMANO,,2018-05-10T00:00:00,13
1310366,RICH BAGELS CORP,,2018-05-10T00:00:00,29
2212283,TABLE TABLE FOOD LLC,887203,2018-05-10T00:00:00,24
1310367,HARBOR MARKET & KITCHEN LLC,,2018-05-10T00:00:00,10
1310369,DELI & TACOS EL TUCAN CORP,,2018-06-20T00:00:00,20
1310371,GOLDEN SABROSURA INC,,2018-05-10T00:00:00,0
1310372,AREPPAS LLC,,2018-05-10T00:00:00,2
1310373,G & G LIQUORS INC,883003,2018-05-10T00:00:00,1
3160864,HENEL ENTERPRISES INCORPORATED,,2018-05-11T00:00:00,21
3160868,BROCKLEBERRY LLC,826475,2018-05-11T00:00:00,17
3160869,LAKE STREET FILLING STATION WINERY LLC,849248,2018-05-11T00:00:00,17
2212284,WINE SOCIETY LLC,898221,2018-05-11T00:00:00,5
1310374,DIG INN 412 GREENWICH STREET LLC,824429,2018-05-11T00:00:00,2
3160870,JB & DPS IMPERIAL PIZZA INC,,2018-05-11T00:00:00,21
1310375,RUAYDEE INC,,2018-05-11T00:00:00,2
3160871,LAKESIDE GOLF LLC,,2018-05-11T00:00:00,45
2212285,BRASS LANTERN BAR & GRILL LLC,826484,2018-05-11T00:00:00,25
3160873,FOX CROSS FARM LLC,,2018-05-11T00:00:00,39
3160874,JEAN'S BAR & GRILL INC,,2018-05-11T00:00:00,31
1310377,YASSER DELI CORP,883024,2018-05-11T00:00:00,14
2212288,GLOBAL MONTELLO GROUP CORP,,2018-05-11T00:00:00,5
3160876,YELLOW ELEPHANT INC,798211,2018-05-11T00:00:00,16
2212290,EL BANQUETE INC,,2018-05-11T00:00:00,12
3160878,LAKEHOUSE BAR AND GRILL LLC,,2018-05-11T00:00:00,41
1310378,TORIBIO RESTAURANT INC,,2018-05-11T00:00:00,14
2212292,WIZGZ INC,,2018-05-11T00:00:00,6
2212293,ONE WITH LIFE TEQUILA LLC,,2018-05-11T00:00:00,26
1310379,"CRUS Z FAMILY CORP, THE",,2018-05-11T00:00:00,1
3160879,MARIAH A EZARD,,2018-05-11T00:00:00,40
2212294,AMERICAN OAK DISTILLERY LLC,,2018-05-11T00:00:00,18
2212295,CITRUS CAFE INC,887138,2018-05-11T00:00:00,38
2212296,TEQUILA GRILLE LLC,,2018-05-11T00:00:00,7
1310380,LSG 105 WEST 28TH LLC&CHELSEA HOSPITALITY ASSO LLC,,2018-05-11T00:00:00,2
2212298,OLMSTEAD VAUX SHELTER HOUSE CAFE INC,,2018-05-11T00:00:00,9
2212299,UNITED STATES GOLF ASSOCIATION (2018),,2018-05-11T00:00:00,5
3160881,PANTOMIME MIXTURES LLC,,2018-05-11T00:00:00,50
3160882,PANTOMIME MIXTURES LLC,,2018-05-11T00:00:00,50
3160883,PANTOMIME MIXTURES LLC,,2018-05-11T00:00:00,50
1310387,KING ME KONG LLC,,2018-05-11T00:00:00,2
2212366,JOHNNIE BURRITO LLC,,2018-05-11T00:00:00,51
1310388,ELECTRA ENTERPRISES LLC,,2018-05-14T00:00:00,2
1310389,HALFTIME BAR & GRILL CORP,,2018-05-14T00:00:00,8
1310390,315 SIGMA INC,,2018-05-14T00:00:00,8
1310392,ANGELITOS DE NOCHE INC,,2018-05-14T00:00:00,14
1310393,BODEGA WINE & SPIRITS INC,,2018-05-14T00:00:00,1
1310395,AR WORKSHOP GREAT NECK LLC,,2018-05-14T00:00:00,8
1310397,KUNI'S CORPORATION,,2018-05-14T00:00:00,2
1310398,GUN HILL CANDY & GROCERY CORP,,2018-05-14T00:00:00,0
1310401,PADDYS ON THE ISLAND INC,,2018-05-14T00:00:00,0
1310403,PAPPOUS GREEK KITCHEN LLC,,2018-05-14T00:00:00,20
3160885,AAYAN ERIN SAFI CORPORATION,,2018-05-14T00:00:00,16
3160888,FROTH BREWING CO LLC,,2018-05-14T00:00:00,21
3160889,FROTH BREWING CO LLC,,2018-05-14T00:00:00,21
3160890,PIER FIFTY THREE LLC,,2018-05-14T00:00:00,52
3160891,ACAPULCO MEXICAN RESTAURANT LLC,,2018-05-14T00:00:00,21
1310405,CENADURIA LA PALMERA REAL LLC,,2018-05-14T00:00:00,14
2212368,TIMOTHY A THORICK,887103,2018-05-14T00:00:00,35
1310406,JAMAICA AVE ENTERTAINMENT INC,,2018-05-14T00:00:00,1
1310407,DEJA VU OF STATEN ISLAND CORP,,2018-07-13T00:00:00,29
1310408,CONVENIENCE CORNER INC,,2018-05-14T00:00:00,8
1310410,BUCANA CORP,,2018-05-14T00:00:00,10
2212370,"WINE GROUP LLC, THE",898222,2018-05-14T00:00:00,5
1310412,BOULIS CAFE 1 INC,,2018-05-14T00:00:00,1
1310413,CAYA HOSPITALITY LLC,,2018-05-14T00:00:00,20
1310415,WENTED REALTY CORP,,2018-05-14T00:00:00,2
1310416,SHREEJI 613 INC,,2018-05-14T00:00:00,1
1310419,FORREST INTERNATIONAL INC,,2018-05-14T00:00:00,2
1310420,E BUFFET OF BROOKLYN INC,,2018-05-14T00:00:00,14
1310421,WASABI & GINGER INC,,2018-05-14T00:00:00,20
1310422,D & L RESTAURANT CORP,,2018-05-14T00:00:00,8
1310424,OISHII BISTRO INC,,2018-05-14T00:00:00,20
1310425,CP FRESH 62 LLC,824420,2018-05-14T00:00:00,2
1310426,LOVE WATCH HILL & SAILORS HAVEN INC,,2018-05-14T00:00:00,10
1310430,TUTTO IL GIORNO SAG LLC,,2018-05-14T00:00:00,10
3160893,SANDRA L & JOHN E RINNER,,2018-05-14T00:00:00,41
2212373,HEIBEL RANCH VINEYARDS LLC,,2018-05-14T00:00:00,5
1310432,1 ZUBAIDI II GROCERY CORP,,2018-05-15T00:00:00,0
1310433,THE FISH TRAP LLC,,2018-05-15T00:00:00,8
2212374,ROCK VALLEY SPIRITS LLC,,2018-05-15T00:00:00,43
1310434,S4RC 2 LLC,,2018-05-15T00:00:00,14
2212375,KUHAR FAMILY FARM LLC,,2018-05-15T00:00:00,5
1310435,LA CONCHA RESTAURANT,,2018-05-15T00:00:00,20
2212376,GOODTIME SALOON INC,,2018-05-15T00:00:00,13
2212379,FOXENKILL TAVERN LLC,,2018-05-15T00:00:00,5
1310441,ICONYC BREWING COMPANY LLC,,2018-05-15T00:00:00,1
1310442,WDI NEW YORK LLC,,2018-05-15T00:00:00,2
1310443,EL FOGON DE MAMA INC,,2018-05-15T00:00:00,2
1310446,J&B TOP FLIGHT FOODS M LLC,,2018-05-15T00:00:00,10
1310450,J&B TOP FLIGHT FOODS C LLC,,2018-05-15T00:00:00,10
1310452,COFFEETIKI LLC,,2018-05-15T00:00:00,14
1310454,J&B TOP FLIGHT FOODS SP LLC,,2018-05-15T00:00:00,10
1310458,DYCKMAN DELI & KWIK STOP INC,883055,2018-05-15T00:00:00,2
1310459,MANHATTANVILLE COFFEE LLC,,2018-05-15T00:00:00,2
1310462,STAR GLORY INC,,2018-05-15T00:00:00,2
1310463,PAVILION BAR & LOUNGE INC,,2018-05-15T00:00:00,14
1310464,FAMILY TIME GROCERY & CANDY INC,,2018-05-15T00:00:00,0
1310465,COZY CORNER CORP,,2018-05-15T00:00:00,1
1310468,HIMALAYAN SPECIAL INC,,2018-05-15T00:00:00,1
1310469,BYRON DELI GROCERY CORP,883001,2018-05-16T00:00:00,14
1310470,PALMARKET INC,,2018-05-16T00:00:00,14
1310473,HEALTHY ORGANIC FOODS & DELI INC,,2018-05-16T00:00:00,2
1310474,ROCKAWAY DELI II CORP,883049,2018-05-16T00:00:00,1
3160896,CHAUTAUQUA HARBOR HOTEL LLC,,2018-05-16T00:00:00,45
1310475,BF49 RESTAURANT CORP,,2018-05-16T00:00:00,10
1310480,200 FUEL CORP,898371,2018-05-16T00:00:00,8
1310482,TRIPLE DIAMOND MART INC,,2018-05-16T00:00:00,8
1310484,RODRIGUEZ GROCERY STORE 2 CORP,883091,2018-05-16T00:00:00,1
2212381,WOODYS ON 37 LLC,,2018-05-16T00:00:00,25
1310487,MISTER BURRITO LOCO INC,,2018-05-16T00:00:00,1
1310488,1128 DELI & GRILL INC,,2018-05-16T00:00:00,2
2212382,CHAMPIONS EVENT SERVICES LLC,826431,2018-05-16T00:00:00,25
2212384,MISAEL URRUTIA,,2018-05-16T00:00:00,24
2212389,MISAEL URRUTIA,,2018-05-16T00:00:00,47
2212393,MICHAEL P DAMORE,,2018-05-16T00:00:00,48
2212394,OLD DALEY INN CATERING CO LLC,,2018-05-16T00:00:00,19
2212398,INDUSTRYLIFE INC,,2018-05-16T00:00:00,13
2212401,GEPETTOS OF DEWITT INC,,2018-05-16T00:00:00,13
2212402,BEACON BREAD INC,,2018-05-16T00:00:00,9
2212403,"ALIXIR COMPANY, THE",898315,2018-05-16T00:00:00,5
2212405,WIN VIN LLC,549083,2018-05-16T00:00:00,47
2212406,GLASCO FIRE COMPANY INC,887195,2018-05-16T00:00:00,23
2212407,ALBERT I WHITELEY JR,,2018-05-16T00:00:00,48
2212408,NRG SUPPLY INC,883062,2018-05-16T00:00:00,7
1310493,APERITIF COLUMBUS LLC,,2018-05-17T00:00:00,2
1310495,259 E BROADWAY LLC,,2018-05-17T00:00:00,2
2212427,SPEEDWAY LLC,,2018-05-17T00:00:00,44
1310496,HIGHGATE HOTELS L P ,,2018-05-17T00:00:00,2
2212428,SPEEDWAY LLC,,2018-05-17T00:00:00,44
2212429,SPEEDWAY LLC,,2018-05-17T00:00:00,13
3160926,SPEEDWAY LLC,,2018-05-17T00:00:00,17
2212430,SPEEDWAY LLC,,2018-05-17T00:00:00,35
2212431,SPEEDWAY LLC,,2018-05-17T00:00:00,35
2212432,SPEEDWAY LLC,,2018-05-17T00:00:00,48
2212433,SPEEDWAY LLC,,2018-05-17T00:00:00,34
1310497,PACIFIC LIQUOR STORE CORP,,2018-05-17T00:00:00,14
2212434,SPEEDWAY LLC,,2018-05-17T00:00:00,35
3160927,SPEEDWAY LLC,,2018-05-17T00:00:00,16
3160928,SPEEDWAY LLC,,2018-05-17T00:00:00,53
3160929,SPEEDWAY LLC,,2018-05-17T00:00:00,53
